regcode,provcode,citycode,regcode_9,provcode_9,citycode_9,cityname,geographic_level,old_names,cityclass,incomeclass,addedby,UserLevelID,dateupdated,status
5,5062,506211,5,562,56211,MAGALLANES,Mun,,,3rd,ims,0,,A
5,5062,506212,5,562,56212,MATNOG,Mun,,,3rd,ims,0,,A
5,5062,506213,5,562,56213,PILAR,Mun,,,1st,ims,0,,A
5,5062,506214,5,562,56214,PRIETO DIAZ,Mun,,,5th,ims,0,,A
5,5062,506215,5,562,56215,SANTA MAGDALENA,Mun,,,5th,ims,0,,A
5,5062,506216,5,562,56216,CITY OF SORSOGON (CAPITAL),City,,CC,3rd,ims,0,,A
6,6004,600401,6,604,60401,ALTAVAS,Mun,,,4th,ims,0,,A
6,6004,600402,6,604,60402,BALETE,Mun,,,4th,ims,0,,A
6,6004,600403,6,604,60403,BANGA,Mun,,,3rd,ims,0,,A
6,6004,600404,6,604,60404,BATAN,Mun,,,4th,ims,0,,A
6,6004,600405,6,604,60405,BURUANGA,Mun,,,5th,ims,0,,A
6,6004,600406,6,604,60406,IBAJAY,Mun,,,3rd,ims,0,,A
6,6004,600407,6,604,60407,KALIBO (CAPITAL),Mun,,,1st,ims,0,,A
6,6004,600408,6,604,60408,LEZO,Mun,,,5th,ims,0,,A
6,6004,600409,6,604,60409,LIBACAO,Mun,,,3rd,ims,0,,A
6,6004,600410,6,604,60410,MADALAG,Mun,,,4th,ims,0,,A
6,6004,600411,6,604,60411,MAKATO,Mun,,,4th,ims,0,,A
6,6004,600412,6,604,60412,MALAY,Mun,,,1st,ims,0,,A
6,6004,600413,6,604,60413,MALINAO,Mun,,,4th,ims,0,,A
6,6004,600414,6,604,60414,NABAS,Mun,,,4th,ims,0,,A
6,6004,600415,6,604,60415,NEW WASHINGTON,Mun,,,3rd,ims,0,,A
6,6004,600416,6,604,60416,NUMANCIA,Mun,,,4th,ims,0,,A
6,6004,600417,6,604,60417,TANGALAN,Mun,,,5th,ims,0,,A
6,6006,600601,6,606,60601,ANINI-Y,Mun,,,4th,ims,0,,A
6,6006,600602,6,606,60602,BARBAZA,Mun,,,4th,ims,0,,A
6,6006,600603,6,606,60603,BELISON,Mun,,,5th,ims,0,,A
6,6006,600604,6,606,60604,BUGASONG,Mun,,,3rd,ims,0,,A
6,6006,600605,6,606,60605,CALUYA,Mun,,,1st,ims,0,,A
6,6006,600606,6,606,60606,CULASI,Mun,,,3rd,ims,0,,A
6,6006,600607,6,606,60607,TOBIAS FORNIER,Mun,Dao,,4th,ims,0,,A
6,6006,600608,6,606,60608,HAMTIC,Mun,,,3rd,ims,0,,A
6,6006,600609,6,606,60609,LAUA-AN,Mun,,,4th,ims,0,,A
6,6006,600610,6,606,60610,LIBERTAD,Mun,,,5th,ims,0,,A
6,6006,600611,6,606,60611,PANDAN,Mun,,,4th,ims,0,,A
6,6006,600612,6,606,60612,PATNONGON,Mun,,,3rd,ims,0,,A
6,6006,600613,6,606,60613,SAN JOSE (CAPITAL),Mun,,,1st,ims,0,,A
6,6006,600614,6,606,60614,SAN REMIGIO,Mun,,,3rd,ims,0,,A
6,6006,600615,6,606,60615,SEBASTE,Mun,,,4th,ims,0,,A
6,6006,600616,6,606,60616,SIBALOM,Mun,,,2nd,ims,0,,A
6,6006,600617,6,606,60617,TIBIAO,Mun,,,4th,ims,0,,A
6,6006,600618,6,606,60618,VALDERRAMA,Mun,,,4th,ims,0,,A
6,6019,601901,6,619,61901,CUARTERO,Mun,,,4th,ims,0,,A
6,6019,601902,6,619,61902,DAO,Mun,,,4th,ims,0,,A
6,6019,601903,6,619,61903,DUMALAG,Mun,,,4th,ims,0,,A
6,6019,601904,6,619,61904,DUMARAO,Mun,,,2nd,ims,0,,A
6,6019,601905,6,619,61905,IVISAN,Mun,,,4th,ims,0,,A
6,6019,601906,6,619,61906,JAMINDAN,Mun,,,2nd,ims,0,,A
6,6019,601907,6,619,61907,MA-AYON,Mun,,,3rd,ims,0,,A
6,6019,601908,6,619,61908,MAMBUSAO,Mun,,,3rd,ims,0,,A
6,6019,601909,6,619,61909,PANAY,Mun,,,3rd,ims,0,,A
6,6019,601910,6,619,61910,PANITAN,Mun,,,3rd,ims,0,,A
6,6019,601911,6,619,61911,PILAR,Mun,,,3rd,ims,0,,A
6,6019,601912,6,619,61912,PONTEVEDRA,Mun,,,3rd,ims,0,,A
6,6019,601913,6,619,61913,PRESIDENT ROXAS,Mun,,,4th,ims,0,,A
6,6019,601914,6,619,61914,CITY OF ROXAS (CAPITAL),City,,CC,3rd,ims,0,,A
6,6019,601915,6,619,61915,SAPI-AN,Mun,,,4th,ims,0,,A
6,6019,601916,6,619,61916,SIGMA,Mun,,,4th,ims,0,,A
6,6019,601917,6,619,61917,TAPAZ,Mun,,,1st,ims,0,,A
6,6030,603001,6,630,63001,AJUY,Mun,,,2nd,ims,0,,A
6,6030,603002,6,630,63002,ALIMODIAN,Mun,,,3rd,ims,0,,A
6,6030,603003,6,630,63003,ANILAO,Mun,,,4th,ims,0,,A
6,6030,603004,6,630,63004,BADIANGAN,Mun,,,4th,ims,0,,A
6,6030,603005,6,630,63005,BALASAN,Mun,,,4th,ims,0,,A
6,6030,603006,6,630,63006,BANATE,Mun,,,4th,ims,0,,A
6,6030,603007,6,630,63007,BAROTAC NUEVO,Mun,,,2nd,ims,0,,A
6,6030,603008,6,630,63008,BAROTAC VIEJO,Mun,,,3rd,ims,0,,A
6,6030,603009,6,630,63009,BATAD,Mun,,,5th,ims,0,,A
6,6030,603010,6,630,63010,BINGAWAN,Mun,,,5th,ims,0,,A
6,6030,603012,6,630,63012,CABATUAN,Mun,,,2nd,ims,0,,A
6,6030,603013,6,630,63013,CALINOG,Mun,,,1st,ims,0,,A
6,6030,603014,6,630,63014,CARLES,Mun,,,2nd,ims,0,,A
6,6030,603015,6,630,63015,CONCEPCION,Mun,,,3rd,ims,0,,A
6,6030,603016,6,630,63016,DINGLE,Mun,,,3rd,ims,0,,A
6,6030,603017,6,630,63017,DUE?AS,Mun,,,4th,ims,0,,A
6,6030,603018,6,630,63018,DUMANGAS,Mun,,,1st,ims,0,,A
6,6030,603019,6,630,63019,ESTANCIA,Mun,,,2nd,ims,0,,A
6,6030,603020,6,630,63020,GUIMBAL,Mun,,,4th,ims,0,,A
6,6030,603021,6,630,63021,IGBARAS,Mun,,,3rd,ims,0,,A
6,6310,631000,6,630,63022,CITY OF ILOILO (CAPITAL),City,,HUC,1st,ims,0,,A
6,6030,603023,6,630,63023,JANIUAY,Mun,,,1st,ims,0,0/0/0 00:00:00,A
6,6030,603025,6,630,63025,LAMBUNAO,Mun,,,1st,ims,0,0/0/0 00:00:00,A
6,6030,603026,6,630,63026,LEGANES,Mun,,,4th,ims,0,0/0/0 00:00:00,A
6,6030,603027,6,630,63027,LEMERY,Mun,,,4th,ims,0,0/0/0 00:00:00,A
6,6030,603028,6,630,63028,LEON,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
6,6030,603029,6,630,63029,MAASIN,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
6,6030,603030,6,630,63030,MIAGAO,Mun,,,1st,ims,0,0/0/0 00:00:00,A
6,6030,603031,6,630,63031,MINA,Mun,,,5th,ims,0,0/0/0 00:00:00,A
6,6030,603032,6,630,63032,NEW LUCENA,Mun,,,4th,ims,0,0/0/0 00:00:00,A
6,6030,603034,6,630,63034,OTON,Mun,,,1st,ims,0,0/0/0 00:00:00,A
6,6030,603035,6,630,63035,CITY OF PASSI,City,,CC,4th,ims,0,0/0/0 00:00:00,A
6,6030,603036,6,630,63036,PAVIA,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
6,6030,603037,6,630,63037,POTOTAN,Mun,,,1st,ims,0,0/0/0 00:00:00,A
6,6030,603038,6,630,63038,SAN DIONISIO,Mun,,,4th,ims,0,0/0/0 00:00:00,A
6,6030,603039,6,630,63039,SAN ENRIQUE,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
6,6030,603040,6,630,63040,SAN JOAQUIN,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
6,6030,603041,6,630,63041,SAN MIGUEL,Mun,,,4th,ims,0,0/0/0 00:00:00,A
6,6030,603042,6,630,63042,SAN RAFAEL,Mun,,,5th,ims,0,0/0/0 00:00:00,A
6,6030,603043,6,630,63043,SANTA BARBARA,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
6,6030,603044,6,630,63044,SARA,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
6,6030,603045,6,630,63045,TIGBAUAN,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
6,6030,603046,6,630,63046,TUBUNGAN,Mun,,,4th,ims,0,0/0/0 00:00:00,A
6,6030,603047,6,630,63047,ZARRAGA,Mun,,,4th,ims,0,0/0/0 00:00:00,A
6,6302,630200,6,645,64501,CITY OF BACOLOD (CAPITAL),City,,HUC,1st,ims,0,0/0/0 00:00:00,I
6,6045,604502,6,645,64502,CITY OF BAGO,City,,CC,2nd,ims,0,0/0/0 00:00:00,I
6,6045,604503,6,645,64503,BINALBAGAN,Mun,,,1st,ims,0,0/0/0 00:00:00,I
6,6045,604504,6,645,64504,CITY OF CADIZ,City,,CC,2nd,ims,0,0/0/0 00:00:00,I
6,6045,604505,6,645,64505,CALATRAVA,Mun,,,1st,ims,0,0/0/0 00:00:00,I
6,6045,604506,6,645,64506,CANDONI,Mun,,,4th,ims,0,0/0/0 00:00:00,I
6,6045,604507,6,645,64507,CAUAYAN,Mun,,,1st,ims,0,0/0/0 00:00:00,I
6,6045,604508,6,645,64508,ENRIQUE B. MAGALONA,Mun,Saravia,,2nd,ims,0,0/0/0 00:00:00,I
6,6045,604509,6,645,64509,CITY OF ESCALANTE,City,,CC,4th,ims,0,0/0/0 00:00:00,I
6,6045,604510,6,645,64510,CITY OF HIMAMAYLAN,City,,CC,3rd,ims,0,0/0/0 00:00:00,I
6,6045,604511,6,645,64511,HINIGARAN,Mun,,,1st,ims,0,0/0/0 00:00:00,I
6,6045,604512,6,645,64512,HINOBA-AN,Mun,Asia,,1st,ims,0,0/0/0 00:00:00,I
6,6045,604513,6,645,64513,ILOG,Mun,,,2nd,ims,0,0/0/0 00:00:00,I
6,6045,604514,6,645,64514,ISABELA,Mun,,,2nd,ims,0,0/0/0 00:00:00,I
6,6045,604515,6,645,64515,CITY OF KABANKALAN,City,,CC,1st,ims,0,0/0/0 00:00:00,I
6,6045,604516,6,645,64516,CITY OF LA CARLOTA,City,,CC,4th,ims,0,0/0/0 00:00:00,I
6,6045,604517,6,645,64517,LA CASTELLANA,Mun,,,1st,ims,0,0/0/0 00:00:00,I
6,6045,604518,6,645,64518,MANAPLA,Mun,,,2nd,ims,0,0/0/0 00:00:00,I
6,6045,604519,6,645,64519,MOISES PADILLA,Mun,Magallon,,3rd,ims,0,0/0/0 00:00:00,I
6,6045,604520,6,645,64520,MURCIA,Mun,,,1st,ims,0,0/0/0 00:00:00,I
6,6045,604521,6,645,64521,PONTEVEDRA,Mun,,,3rd,ims,0,0/0/0 00:00:00,I
6,6045,604522,6,645,64522,PULUPANDAN,Mun,,,3rd,ims,0,0/0/0 00:00:00,I
6,6045,604523,6,645,64523,CITY OF SAGAY,City,,CC,3rd,ims,0,0/0/0 00:00:00,I
6,6045,604524,6,645,64524,CITY OF SAN CARLOS,City,,CC,2nd,ims,0,0/0/0 00:00:00,I
6,6045,604525,6,645,64525,SAN ENRIQUE,Mun,,,4th,ims,0,0/0/0 00:00:00,I
6,6045,604526,6,645,64526,CITY OF SILAY,City,,CC,3rd,ims,0,0/0/0 00:00:00,I
6,6045,604527,6,645,64527,CITY OF SIPALAY,City,,CC,4th,ims,0,0/0/0 00:00:00,I
6,6045,604528,6,645,64528,CITY OF TALISAY,City,,CC,4th,ims,0,0/0/0 00:00:00,I
6,6045,604529,6,645,64529,TOBOSO,Mun,,,3rd,ims,0,0/0/0 00:00:00,I
6,6045,604530,6,645,64530,VALLADOLID,Mun,,,4th,ims,0,0/0/0 00:00:00,I
6,6045,604531,6,645,64531,CITY OF VICTORIAS,City,,CC,4th,ims,0,0/0/0 00:00:00,I
6,6045,604532,6,645,64532,SALVADOR BENEDICTO,Mun,,,4th,ims,0,0/0/0 00:00:00,I
6,6079,607901,6,679,67901,BUENAVISTA,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
6,6079,607902,6,679,67902,JORDAN (CAPITAL),Mun,,,3rd,ims,0,0/0/0 00:00:00,A
6,6079,607903,6,679,67903,NUEVA VALENCIA,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
6,6079,607904,6,679,67904,SAN LORENZO,Mun,,,5th,ims,0,0/0/0 00:00:00,A
6,6079,607905,6,679,67905,SIBUNAG,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701201,7,712,71201,ALBURQUERQUE,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7012,701202,7,712,71202,ALICIA,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701203,7,712,71203,ANDA,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7012,701204,7,712,71204,ANTEQUERA,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701205,7,712,71205,BACLAYON,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701206,7,712,71206,BALILIHAN,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701207,7,712,71207,BATUAN,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7012,701208,7,712,71208,BILAR,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701209,7,712,71209,BUENAVISTA,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701210,7,712,71210,CALAPE,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7012,701211,7,712,71211,CANDIJAY,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701212,7,712,71212,CARMEN,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7012,701213,7,712,71213,CATIGBIAN,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701214,7,712,71214,CLARIN,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7012,701215,7,712,71215,CORELLA,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7012,701216,7,712,71216,CORTES,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7012,701217,7,712,71217,DAGOHOY,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7012,701218,7,712,71218,DANAO,Mun,,,4th*,ims,0,0/0/0 00:00:00,A
7,7012,701219,7,712,71219,DAUIS,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701220,7,712,71220,DIMIAO,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701221,7,712,71221,DUERO,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701222,7,712,71222,GARCIA HERNANDEZ,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701223,7,712,71223,GUINDULMAN,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701224,7,712,71224,INABANGA,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7012,701225,7,712,71225,JAGNA,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7012,701226,7,712,71226,GETAFE,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7012,701227,7,712,71227,LILA,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7012,701228,7,712,71228,LOAY,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7012,701229,7,712,71229,LOBOC,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701230,7,712,71230,LOON,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
7,7012,701231,7,712,71231,MABINI,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701232,7,712,71232,MARIBOJOC,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701233,7,712,71233,PANGLAO,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701234,7,712,71234,PILAR,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701235,7,712,71235,PRESIDENT CARLOS P. GARCIA,Mun,Pitogo,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701236,7,712,71236,SAGBAYAN,Mun,Borja,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701237,7,712,71237,SAN ISIDRO,Mun,,,5th*,ims,0,0/0/0 00:00:00,A
7,7012,701238,7,712,71238,SAN MIGUEL,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701239,7,712,71239,SEVILLA,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7012,701240,7,712,71240,SIERRA BULLONES,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7012,701241,7,712,71241,SIKATUNA,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7012,701242,7,712,71242,CITY OF TAGBILARAN (CAPITAL),City,,CC,3rd,ims,0,0/0/0 00:00:00,A
7,7012,701243,7,712,71243,TALIBON,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7012,701244,7,712,71244,TRINIDAD,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7012,701245,7,712,71245,TUBIGON,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7012,701246,7,712,71246,UBAY,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7012,701247,7,712,71247,VALENCIA,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7012,701248,7,712,71248,BIEN UNIDO,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7022,702201,7,722,72201,ALCANTARA,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7022,702202,7,722,72202,ALCOY,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7022,702203,7,722,72203,ALEGRIA,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7022,702204,7,722,72204,ALOGUINSAN,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7022,702205,7,722,72205,ARGAO,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7022,702206,7,722,72206,ASTURIAS,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702207,7,722,72207,BADIAN,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702208,7,722,72208,BALAMBAN,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7022,702209,7,722,72209,BANTAYAN,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7022,702210,7,722,72210,BARILI,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
7,7022,702211,7,722,72211,CITY OF BOGO,City,,CC,6th,ims,0,0/0/0 00:00:00,A
7,7022,702212,7,722,72212,BOLJOON,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7022,702213,7,722,72213,BORBON,Mun,,,4th*,ims,0,0/0/0 00:00:00,A
7,7022,702214,7,722,72214,CITY OF CARCAR,City,,CC,5th,ims,0,0/0/0 00:00:00,A
7,7022,702215,7,722,72215,CARMEN,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702216,7,722,72216,CATMON,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7306,730600,7,722,72217,CITY OF CEBU (CAPITAL),City,,HUC,1st,ims,0,0/0/0 00:00:00,A
7,7022,702218,7,722,72218,COMPOSTELA,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702219,7,722,72219,CONSOLACION,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7022,702220,7,722,72220,CORDOVA,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702221,7,722,72221,DAANBANTAYAN,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7022,702222,7,722,72222,DALAGUETE,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7022,702223,7,722,72223,DANAO CITY,City,,CC,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702224,7,722,72224,DUMANJUG,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702225,7,722,72225,GINATILAN,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7311,731100,7,722,72226,CITY OF LAPU-LAPU,City,Opon,HUC,1st,ims,0,0/0/0 00:00:00,A
7,7022,702227,7,722,72227,LILOAN,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7022,702228,7,722,72228,MADRIDEJOS,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7022,702229,7,722,72229,MALABUYOC,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7313,731300,7,722,72230,CITY OF MANDAUE,City,,HUC,1st,ims,0,0/0/0 00:00:00,A
7,7022,702231,7,722,72231,MEDELLIN,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
7,7022,702232,7,722,72232,MINGLANILLA,Mun,,,1st,ims,0,0/0/0 00:00:00,A
7,7022,702233,7,722,72233,MOALBOAL,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7022,702234,7,722,72234,CITY OF NAGA,City,,CC,5th,ims,0,0/0/0 00:00:00,A
7,7022,702235,7,722,72235,OSLOB,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7022,702236,7,722,72236,PILAR,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7022,702237,7,722,72237,PINAMUNGAJAN,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
7,7022,702238,7,722,72238,PORO,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7022,702239,7,722,72239,RONDA,Mun,,,5th*,ims,0,0/0/0 00:00:00,A
7,7022,702240,7,722,72240,SAMBOAN,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7022,702241,7,722,72241,SAN FERNANDO,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
7,7022,702242,7,722,72242,SAN FRANCISCO,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702243,7,722,72243,SAN REMIGIO,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702244,7,722,72244,SANTA FE,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7022,702245,7,722,72245,SANTANDER,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7022,702246,7,722,72246,SIBONGA,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702247,7,722,72247,SOGOD,Mun,,,4th*,ims,0,0/0/0 00:00:00,A
7,7022,702248,7,722,72248,TABOGON,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702249,7,722,72249,TABUELAN,Mun,,,4th,ims,0,0/0/0 00:00:00,A
7,7022,702250,7,722,72250,CITY OF TALISAY,City,,CC,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702251,7,722,72251,CITY OF TOLEDO,City,,CC,3rd,ims,0,0/0/0 00:00:00,A
7,7022,702252,7,722,72252,TUBURAN,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
7,7022,702253,7,722,72253,TUDELA,Mun,,,5th,ims,0,0/0/0 00:00:00,A
7,7046,704601,7,746,74601,AMLAN,Mun,Ayuquitan,,4th,ims,0,0/0/0 00:00:00,I
7,7046,704602,7,746,74602,AYUNGON,Mun,,,2nd,ims,0,0/0/0 00:00:00,I
7,7046,704603,7,746,74603,BACONG,Mun,,,4th,ims,0,0/0/0 00:00:00,I
7,7046,704604,7,746,74604,CITY OF BAIS,City,,CC,3rd,ims,0,0/0/0 00:00:00,I
7,7046,704605,7,746,74605,BASAY,Mun,,,4th,ims,0,0/0/0 00:00:00,I
7,7046,704606,7,746,74606,CITY OF BAYAWAN,City,Tulong,CC,2nd,ims,0,0/0/0 00:00:00,I
7,7046,704607,7,746,74607,BINDOY,Mun,Payabon,,3rd,ims,0,0/0/0 00:00:00,I
7,7046,704608,7,746,74608,CITY OF CANLAON,City,,CC,4th,ims,0,0/0/0 00:00:00,I
7,7046,704609,7,746,74609,DAUIN,Mun,,,4th,ims,0,0/0/0 00:00:00,I
7,7046,704610,7,746,74610,CITY OF DUMAGUETE (CAPITAL),City,,CC,3rd,ims,0,0/0/0 00:00:00,I
7,7046,704611,7,746,74611,CITY OF GUIHULNGAN,City,,CC,5th,ims,0,0/0/0 00:00:00,I
7,7046,704612,7,746,74612,JIMALALUD,Mun,,,4th,ims,0,0/0/0 00:00:00,I
7,7046,704613,7,746,74613,LA LIBERTAD,Mun,,,3rd,ims,0,0/0/0 00:00:00,I
7,7046,704614,7,746,74614,MABINAY,Mun,,,1st,ims,0,0/0/0 00:00:00,I
7,7046,704615,7,746,74615,MANJUYOD,Mun,,,2nd,ims,0,0/0/0 00:00:00,I
7,7046,704616,7,746,74616,PAMPLONA,Mun,,,3rd,ims,0,0/0/0 00:00:00,I
7,7046,704617,7,746,74617,SAN JOSE,Mun,,,5th,ims,0,0/0/0 00:00:00,I
7,7046,704618,7,746,74618,SANTA CATALINA,Mun,,,1st,ims,0,0/0/0 00:00:00,I
7,7046,704619,7,746,74619,SIATON,Mun,,,1st,ims,0,0/0/0 00:00:00,I
7,7046,704620,7,746,74620,SIBULAN,Mun,,,2nd,ims,0,0/0/0 00:00:00,I
7,7046,704621,7,746,74621,CITY OF TANJAY,City,,CC,4th,ims,0,0/0/0 00:00:00,I
7,7046,704622,7,746,74622,TAYASAN,Mun,,,3rd,ims,0,0/0/0 00:00:00,I
7,7046,704623,7,746,74623,VALENCIA,Mun,Luzurriaga,,1st,ims,0,0/0/0 00:00:00,I
7,7046,704624,7,746,74624,VALLEHERMOSO,Mun,,,3rd,ims,0,0/0/0 00:00:00,I
7,7046,704625,7,746,74625,ZAMBOANGUITA,Mun,,,4th,ims,0,0/0/0 00:00:00,I
7,7061,706101,7,761,76101,ENRIQUE VILLANUEVA,Mun,,,5th,ims,0,0/0/0 00:00:00,I
7,7061,706102,7,761,76102,LARENA,Mun,,,5th,ims,0,0/0/0 00:00:00,I
7,7061,706103,7,761,76103,LAZI,Mun,,,4th,ims,0,0/0/0 00:00:00,I
7,7061,706104,7,761,76104,MARIA,Mun,,,5th,ims,0,0/0/0 00:00:00,I
7,7061,706105,7,761,76105,SAN JUAN,Mun,,,5th,ims,0,0/0/0 00:00:00,I
7,7061,706106,7,761,76106,SIQUIJOR (CAPITAL),Mun,,,4th,ims,0,0/0/0 00:00:00,I
8,8026,802601,8,826,82601,ARTECHE,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
8,8026,802602,8,826,82602,BALANGIGA,Mun,,,4th,ims,0,0/0/0 00:00:00,A
8,8026,802603,8,826,82603,BALANGKAYAN,Mun,,,5th,ims,0,0/0/0 00:00:00,A
8,8026,802604,8,826,82604,CITY OF BORONGAN (CAPITAL),City,,CC,1st (as Mu,ims,0,0/0/0 00:00:00,A
8,8026,802605,8,826,82605,CAN-AVID,Mun,,,4th,ims,0,0/0/0 00:00:00,A
8,8026,802606,8,826,82606,DOLORES,Mun,,,3rd*,ims,0,0/0/0 00:00:00,A
8,8026,802607,8,826,82607,GENERAL MACARTHUR,Mun,,,5th*,ims,0,0/0/0 00:00:00,A
8,8026,802608,8,826,82608,GIPORLOS,Mun,,,5th*,ims,0,0/0/0 00:00:00,A
8,8026,802609,8,826,82609,GUIUAN,Mun,,,2nd,ims,0,0/0/0 00:00:00,A
8,8026,802610,8,826,82610,HERNANI,Mun,,,5th,ims,0,0/0/0 00:00:00,A
8,8026,802611,8,826,82611,JIPAPAD,Mun,,,5th,ims,0,0/0/0 00:00:00,A
8,8026,802612,8,826,82612,LAWAAN,Mun,,,5th*,ims,0,0/0/0 00:00:00,A
8,8026,802613,8,826,82613,LLORENTE,Mun,,,3rd,ims,0,0/0/0 00:00:00,A
